Form	Strength	DrugName	ActiveIngredient	
"CAPSULE, EXTENDED RELEASE;ORAL"	EQ 75MG BASE	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	EQ 150MG BASE	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE	
INJECTABLE;IV (INFUSION)	EQ 100MG BASE/1VILE	PEMETREXED	PEMETREXED	
TABLET;ORAL	5MG	BISOPROLOL FUMARATE	BISOPROLOL FUMARATE	
TABLET;ORAL	10MG	BISOPROLOL FUMARATE	BISOPROLOL FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	4MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	8MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	EQ 8MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	EQ 16MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	EQ 24MG BASE	GALANTAMINE HYDROBROMIDE	GALANTAMINE HYDROBROMIDE	
TABLET;ORAL	EQ 2.5MG BASE	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	
TABLET;ORAL	EQ 5MG BASE	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	
TABLET;ORAL	EQ 10MG BASE	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE	
SOLUTION;INTRAVENOUS	0.002MG/ML (0.002MG/ML)	PARICALCITOL	PARICALCITOL	
SOLUTION;INTRAVENOUS	0.005MG/ML (0.005MG/ML)	PARICALCITOL	PARICALCITOL	
SOLUTION;INTRAVENOUS	0.01MG/2ML (0.005MG/ML)	PARICALCITOL	PARICALCITOL	
SOLUTION;OPHTHALMIC	0.50%	TIMOLOL MALEATE	TIMOLOL MALEATE	
TABLET; ORAL SUSPENSION	30MG; 60MG	LAMIVUDINE; ZIDOVUDINE	LAMIVUDINE; ZIDOVUDINE	
TABLET;ORAL	120MG;60MG	ABACAVIR AND LAMIVUDINE	ABACAVIR;LAMIVUDINE	
CAPSULE;ORAL	20MG;1.1GM	OMEPRAZOLE AND SODIUM BICARBONATE	OMEPRAZOLE; SODIUM BICARBONATE	
CAPSULE;ORAL	40MG;1.1GM	OMEPRAZOLE AND SODIUM BICARBONATE	OMEPRAZOLE; SODIUM BICARBONATE	
CAPSULE;ORAL	20MG;1.1GM	OMEPRAZOLE AND SODIUM BICARBONATE	OMEPRAZOLE; SODIUM BICARBONATE	
"TABLET, EXTENDED RELEASE;ORAL"	600MG	ZILEUTON	ZILEUTON	
SOLUTION/DROPS;OPHTHALMIC	EQ 0.5% BASE	TIMOLOL MALEATE	TIMOLOL MALEATE	
CAPSULE;ORAL	1GM CONTAINS AT LEAST 900MG OF THE ETHYL ESTERS OF OMEGA-3 FATTY ACIDS	OMEGA-3-ACID ETHYL ESTERS	OMEGA-3-ACID ETHYL ESTERS	
TABLET;ORAL	20MG	TROSPIUM CHLORIDE	TROSPIUM CHLORIDE	
"TABLET, EXTENDED RELEASE;ORAL"	4MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	8MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
CAPSULE;ORAL	1MCG	PARICALCITOL	PARICALCITOL	
CAPSULE;ORAL	2MCG	PARICALCITOL	PARICALCITOL	
CAPSULE;ORAL	4MCG	PARICALCITOL	PARICALCITOL	
"POWDER;IV (INFUSION), SUBCUTANEOUS"	100MG/VIAL	AZACITIDINE	AZACITIDINE	
INJECTABLE;INJECTION	EQ 500MG BASE/VIAL	GANCICLOVIR	GANCICLOVIR SODIUM	
"TABLET, CHEWABLE;ORAL"	2.5MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
"TABLET, CHEWABLE;ORAL"	5MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
"TABLET, CHEWABLE;ORAL"	10MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
POWDER;IV (INFUSION)	50MG/VIAL	KENGREAL	CANGRELOR	
INJECTABLE;INJECTION	EQ 2MG BASE/ML	CISATRACURIUM BESYLATE PRESERVATIVE FREE	CISATRACURIUM BESYLATE	
INJECTABLE;INJECTION	EQ 10MG BASE/ML	CISATRACURIUM BESYLATE PRESERVATIVE FREE	CISATRACURIUM BESYLATE PRESERVATIVE FREE	
OINTMENT;TOPICAL	0.25%	DESOXIMETASONE	DESOXIMETASONE	
TABLET;ORAL	50MG	TAPENTADOL	TAPENTADOL	
"TABLET, EXTENDED RELEASE;ORAL"	50MG	TAPENTADOL	TAPENTADOL	
"TABLET, EXTENDED RELEASE;ORAL"	100MG	TAPENTADOL	TAPENTADOL	
"TABLET, EXTENDED RELEASE;ORAL"	150MG	TAPENTADOL	TAPENTADOL	
"TABLET, EXTENDED RELEASE;ORAL"	200MG	TAPENTADOL	TAPENTADOL	
"TABLET, EXTENDED RELEASE;ORAL"	250MG	TAPENTADOL	TAPENTADOL	
"TABLET, EXTENDED RELEASE;ORAL"	4MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	8MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	4MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	8MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
CAPSULE;ORAL	1.2GM CONTAINS AT LEAST 900MG OF THE ETHYL ESTERS OF OMEGA-3 FATTY ACIDS	OMTRYG	OMEGA-3-ACID ETHYL ESTERS TYPE A	
SOLUTION;ORAL	5MG/5ML	OXYCODONE HYDROCHLORIDE	OXYCODONE HYDROCHLORIDE	
SOLUTION;ORAL	10MG/ML	LACOSAMIDE	LACOSAMIDE	
"TABLET, EXTENDED RELEASE;ORAL"	4MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	8MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
TABLET;ORAL	325MG;50MG;40MG	"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE"	ACETAMINOPHEN; BUTALBITAL; CAFFEINE	
TABLET;ORAL	200MG	RUFINAMIDE	RUFINAMIDE	
TABLET;ORAL	400MG	RUFINAMIDE	RUFINAMIDE	
CAPSULE;ORAL	100MG	GABAPENTIN	GABAPENTIN	
CAPSULE;ORAL	300MG	GABAPENTIN	GABAPENTIN	
CAPSULE;ORAL	400MG	GABAPENTIN	GABAPENTIN	
TABLET;ORAL	EQ 600MG BASE;300MG	ABACAVIR SULFATE AND LAMIVUDINE	ABACAVIR SULFATE; LAMIVUDINE	
INJECTABLE;INJECTION	0.4MG/ML	NALOXONE HYDROCHLORIDE	NALOXONE HYDROCHLORIDE	
TABLET;ORAL	50MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	100MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	150MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	200MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	300MG;5MG	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	
TABLET;ORAL	300MG;7.5MG	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	
TABLET;ORAL	300MG;10MG	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	
"TABLET, FOR SUSPENSION;ORAL"	4MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, FOR SUSPENSION;ORAL"	8MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
TABLET;ORAL	EQ 2.5MG BASE;3.5MG 	PRESTALIA	AMLODIPINE BESYLATE; PERINDOPRIL ARGININE	
TABLET;ORAL	EQ 5MG BASE;7MG	PRESTALIA	AMLODIPINE BESYLATE; PERINDOPRIL ARGININE	
TABLET;ORAL	EQ 10MG BASE;14MG	PRESTALIA	AMLODIPINE BESYLATE; PERINDOPRIL ARGININE	
INJECTABLE;INJECTION	3.5MG	BORTEZOMIB	BORTEZOMIB	
TABLET;ORAL	50MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	100MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	150MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	200MG	LACOSAMIDE	LACOSAMIDE	
"TABLET, EXTENDED RELEASE;ORAL"	4MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	8MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
TABLET;ORAL	37.5MG	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE	
TABLET;ORAL	50MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	100MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	150MG	LACOSAMIDE	LACOSAMIDE	
TABLET;ORAL	200MG	LACOSAMIDE	LACOSAMIDE	
SOLUTION;INTRAVENOUS	EQ 30MG BASE/3ML (EQ 10MG BASE/ML)	CAFFEINE CITRATE	CAFFEINE CITRATE	
INJECTABLE;INJECTION	0.4MG/ML	NALOXONE HYDROCHLORIDE	NALOXONE HYDROCHLORIDE	
TABLET;ORAL	50MG	TAPENTADOL	TAPENTADOL	
TABLET;ORAL	75MG	TAPENTADOL	TAPENTADOL	
TABLET;ORAL	100MG	TAPENTADOL	TAPENTADOL	
CAPSULE;ORAL	37.5MG	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE	
CAPSULE;ORAL	15MG	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE	
CAPSULE;ORAL	30MG	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE	
TABLET;SUBLINGUAL	EQ 2MG BASE;EQ 0.5MG BASE	BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE	BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE	
TABLET;SUBLINGUAL	EQ 8MG BASE;EQ 2MG BASE	BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE	BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE	
"SOLUTION;IV (INFUSION), INTRAOCULAR, INTRAMUSCULAR, SUBCUTANEOUS"	EQ 1MG BASE/ML (EQ 1MG BASE/ML)	EPINEPHRINE	EPINEPHRINE	
"TABLET, EXTENDED RELEASE;ORAL"	4MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	8MG	FESOTERODINE FUMARATE	FESOTERODINE FUMARATE	
GEL;TOPICAL	0.1%;2.5%	ADAPALENE AND BENZOYL PEROXIDE	ADAPALENE; BENZOYL PEROXIDE 	
FOR SUSPENSION;ORAL	200MG/5ML	VORICONAZOLE	VORICONAZOLE	
INJECTABLE;INJECTION	100MG/ML	TRANEXAMIC ACID	TRANEXAMIC ACID	
INJECTABLE;INJECTION	600MG/VIAL	RIFAMPIN	RIFAMPIN	
TABLET; ORAL	25MG	RITONAVIR	RITONAVIR	
TABLET; ORAL	50MG	RITONAVIR	RITONAVIR	
INJECTABLE;INJECTION	EQ 200MCG BASE/2ML (EQ 100MCG BASE/ML)	DEXMEDETOMIDINE HYDROCHLORIDE	DEXMEDETOMIDINE HYDROCHLORIDE	
TABLET;ORAL	"0.01MG,0.01MG;1MG,N/A"	NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL AND FERROUS FUMARATE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE	
SOLUTION/DROPS;OPHTHALMIC	0.00%	TRAVOPROST	TRAVOPROST	
"TABLET, DELAYED RELEASE;ORAL"	100MG	NOXAFIL	POSACONAZOLE	
TABLET;ORAL	60MG	NATEGLINIDE	NATEGLINIDE	
TABLET;ORAL	120MG	NATEGLINIDE	NATEGLINIDE	
TABLET;ORAL	50MG	TAPENTADOL	TAPENTADOL	
TABLET;ORAL	75MG	TAPENTADOL	TAPENTADOL	
TABLET;ORAL	100MG	TAPENTADOL	TAPENTADOL	
CAPSULE;ORAL	1GM CONTAINS AT LEAST 850MG OF POLYUNSATURATED FATTY ACIDS	EPANOVA	OMEGA-3-CARBOXYLIC ACIDS	
TABLET;ORAL	12.5MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	25MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	50MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	100MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	2MG	ARIPIPRAZOLE	ARIPIPRAZOLE	
TABLET;ORAL	5MG	ARIPIPRAZOLE	ARIPIPRAZOLE	
TABLET;ORAL	10MG	ARIPIPRAZOLE	ARIPIPRAZOLE	
TABLET;ORAL	15MG	ARIPIPRAZOLE	ARIPIPRAZOLE	
TABLET;ORAL	20MG	ARIPIPRAZOLE	ARIPIPRAZOLE	
TABLET;ORAL	30MG	ARIPIPRAZOLE	ARIPIPRAZOLE	
POWDER;ORAL	100MG/PACKET	KUVAN	SAPROPTERIN DIHYDROCHLORIDE	
POWDER;ORAL	500MG/PACKET	KUVAN	SAPROPTERIN DIHYDROCHLORIDE	
TABLET;ORAL	12.5MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	25MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	50MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	100MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
CAPSULE;ORAL	EQ 500MG BASE	CEFADROXIL	CEFADROXIL/CEFADROXIL HEMIHYDRATE	
"TABLET, ORALLY DISINTEGRATING;ORAL"	2.5MG	ZOLMITRIPTAN	ZOLMITRIPTAN	
"TABLET, ORALLY DISINTEGRATING;ORAL"	5MG	ZOLMITRIPTAN	ZOLMITRIPTAN	
TABLET;ORAL	200MG	RUFINAMIDE	RUFINAMIDE	
TABLET;ORAL	400MG	RUFINAMIDE	RUFINAMIDE	
CREAM;TOPICAL	EQ 1% BASE	OXICONAZOLE NITRATE	OXICONAZOLE NITRATE	
CAPSULE;ORAL	100MG	ITRACONAZOLE	ITRACONAZOLE	
TABLET;ORAL	12.5MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	25MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	50MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
TABLET;ORAL	100MG	MILNACIPRAN HYDROCHLORIDE	MILNACIPRAN HYDROCHLORIDE	
CREAM;TOPICAL	0.25%	DESOXIMETASONE	DESOXIMETASONE	
TABLET;ORAL	350MG	CARISOPRODOL	CARISOPRODOL	
TABLET;ORAL	4MG	CYPROHEPTADINE HYDROCHLORIDE	CYPROHEPTADINE HYDROCHLORIDE	
TABLET;ORAL	200MG	RUFINAMIDE	RUFINAMIDE	
TABLET;ORAL	400MG	RUFINAMIDE	RUFINAMIDE	
TABLET;ORAL	500MG	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	
TABLET;ORAL	850MG	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	
TABLET;ORAL	1GM	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	
SOLUTION;INTRAVENOUS	180MG/18ML (10MG/ML)	VARITHENA	POLIDOCANOL	
TABLET;ORAL	600MG	GABAPENTIN	GABAPENTIN	
TABLET;ORAL	800MG	GABAPENTIN	GABAPENTIN	
TABLET;ORAL	250MG	LEVETIRACETAM	LEVETIRACETAM	
TABLET;ORAL	750MG	LEVETIRACETAM	LEVETIRACETAM	
TABLET;ORAL	1GM	LEVETIRACETAM	LEVETIRACETAM	
TABLET;ORAL	500MG	LEVETIRACETAM	LEVETIRACETAM	
"TABLET, DELAYED RELEASE;ORAL"	81MG;40MG	YOSPRALA	ASPIRIN; OMEPRAZOLE	
"TABLET, DELAYED RELEASE;ORAL"	325MG;40MG	YOSPRALA	ASPIRIN; OMEPRAZOLE	
"CAPSULE, EXTENDED RELEASE;ORAL"	10MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	20MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	30MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	40MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	50MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
"CAPSULE, EXTENDED RELEASE;ORAL"	60MG	METHYLPHENIDATE HYDROCHLORIDE	METHYLPHENIDATE HYDROCHLORIDE	
INJECTABLE;INJECTION	6MG/ML	BUSULFAN	BUSULFAN	
SOLUTION;ORAL	5MG/ML (5MG/ML)	SOTYLIZE	SOTALOL HYDROCHLORIDE	
"TABLET, CHEWABLE;ORAL"	500MG	VELPHORO	SUCROFERRIC OXYHYDROXIDE	
SYRUP;ORAL	2MG/5ML;10MG/5ML;30MG/5ML	"BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE"	BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE	
CAPSULE;ORAL	EQ 50MG BASE	DOXYCYCLINE	DOXYCYCLINE	
CAPSULE;ORAL	EQ 75MG BASE	DOXYCYCLINE	DOXYCYCLINE	
CAPSULE;ORAL	EQ 100MG BASE	DOXYCYCLINE	DOXYCYCLINE	
TABLET;ORAL	48MG	FENOFIBRATE	FENOFIBRATE	
TABLET;ORAL	145MG	FENOFIBRATE	FENOFIBRATE	
"TABLET, DELAYED RELEASE;ORAL"	EQ 20MG BASE	PANTOPRAZOLE SODIUM	PANTOPRAZOLE SODIUM	
"TABLET, DELAYED RELEASE;ORAL"	EQ 40MG BASE	PANTOPRAZOLE SODIUM	PANTOPRAZOLE SODIUM	
TABLET;ORAL	325MG;50MG	BUTALBITAL AND ACETAMINOPHEN	ACETAMINOPHEN; BUTALBITAL	
"CAPSULE, EXTENDED RELEASE;ORAL"	25MG	QUDEXY XR	TOPIRAMATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	50MG	QUDEXY XR	TOPIRAMATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	100MG	QUDEXY XR	TOPIRAMATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	150MG	QUDEXY XR	TOPIRAMATE	
"CAPSULE, EXTENDED RELEASE;ORAL"	200MG	QUDEXY XR	TOPIRAMATE	
CAPSULE;ORAL	EQ 150MG BASE	OLYSIO	SIMEPREVIR SODIUM	
TABLET;ORAL	250MG	CARISOPRODOL	CARISOPRODOL	
TABLET;ORAL	350MG	CARISOPRODOL	CARISOPRODOL	
GEL;TOPICAL	2.5%;EQ 1.2% BASE	CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE	BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE	
TABLET;ORAL	650MG	TRANEXAMIC ACID	TRANEXAMIC ACID	
TABLET;ORAL	EQ 5MG BASE;160MG	AMLODIPINE BESYLATE AND VALSARTAN	AMLODIPINE BESYLATE; VALSARTAN	
TABLET;ORAL	EQ 10MG BASE;160MG	AMLODIPINE BESYLATE AND VALSARTAN	AMLODIPINE BESYLATE; VALSARTAN	
TABLET;ORAL	EQ 5MG BASE;320MG	AMLODIPINE BESYLATE AND VALSARTAN	AMLODIPINE BESYLATE; VALSARTAN	
TABLET;ORAL	EQ 10MG BASE;320MG	AMLODIPINE BESYLATE AND VALSARTAN	AMLODIPINE BESYLATE; VALSARTAN	
TABLET;ORAL	20MG	TELMISARTAN	TELMISARTAN	
TABLET;ORAL	40MG	TELMISARTAN	TELMISARTAN	
TABLET;ORAL	80MG	TELMISARTAN	TELMISARTAN	
TABLET;ORAL	EQ 20MG BASE	ELETRIPTAN HYDROBROMIDE	ELETRIPTAN HYDROBROMIDE	
TABLET;ORAL	EQ 40MG BASE	ELETRIPTAN HYDROBROMIDE	ELETRIPTAN HYDROBROMIDE	
TABLET;ORAL	10MG	DESIPRAMINE HYDROCHLORIDE	DESIPRAMINE HYDROCHLORIDE	
TABLET;ORAL	25MG	DESIPRAMINE HYDROCHLORIDE	DESIPRAMINE HYDROCHLORIDE	
TABLET;ORAL	50MG	DESIPRAMINE HYDROCHLORIDE	DESIPRAMINE HYDROCHLORIDE	
TABLET;ORAL	75MG	DESIPRAMINE HYDROCHLORIDE	DESIPRAMINE HYDROCHLORIDE	
TABLET;ORAL	100MG	DESIPRAMINE HYDROCHLORIDE	DESIPRAMINE HYDROCHLORIDE	
TABLET;ORAL	150MG	DESIPRAMINE HYDROCHLORIDE	DESIPRAMINE HYDROCHLORIDE	
TABLET;ORAL	EQ 450MG BASE	VALGANCICLOVIR HYDROCHLORIDE	VALGANCICLOVIR HYDROCHLORIDE	
TABLET;ORAL	EQ 6.25MG BASE	ALMOTRIPTAN MALATE	ALMOTRIPTAN MALATE	
TABLET;ORAL	EQ 12.5MG BASE	ALMOTRIPTAN MALATE	ALMOTRIPTAN MALATE	
"AEROSOL, FOAM;TOPICAL"	1%	ECOZA	ECONAZOLE NITRATE	
CAPSULE;ORAL	5MG	OXYCODONE HYDROCHLORIDE	OXYCODONE HYDROCHLORIDE	
INJECTABLE;INJECTION	EQ 40MG BASE/ML	TOBRAMYCIN SULFATE	TOBRAMYCIN SULFATE	
SUSPENSION;ORAL	25MG/5ML	NITROFURANTOIN	NITROFURANTOIN	
TABLET;ORAL	EQ 20MG BASE	ELETRIPTAN HYDROBROMIDE	ELETRIPTAN HYDROBROMIDE	
TABLET;ORAL	EQ 40MG BASE	ELETRIPTAN HYDROBROMIDE	ELETRIPTAN HYDROBROMIDE	
TABLET;ORAL	5MG	OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL	
TABLET;ORAL	20MG	OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL	
TABLET;ORAL	40MG	OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL	
OINTMENT;TOPICAL	0.25%	DESOXIMETASONE	DESOXIMETASONE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 50MG BASE	DESVENLAFAXINE	DESVENLAFAXINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 100MG BASE	DESVENLAFAXINE	DESVENLAFAXINE FUMARATE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 7.5MG BASE	DARIFENACIN HYDROBROMIDE	DARIFENACIN HYDROBROMIDE	
"TABLET, EXTENDED RELEASE;ORAL"	EQ 15MG BASE	DARIFENACIN HYDROBROMIDE	DARIFENACIN HYDROBROMIDE	
CAPSULE;ORAL	25MG	INDOMETHACIN	INDOMETHACIN	
CAPSULE;ORAL	50MG	INDOMETHACIN	INDOMETHACIN	
TABLET;ORAL	150MG	LAMIVUDINE	LAMIVUDINE	
TABLET;ORAL	300MG	LAMIVUDINE	LAMIVUDINE	
FOR SOLUTION;ORAL	50MG/ML	VALGANCICLOVIR HYDROCHLORIDE	VALGANCICLOVIR HYDROCHLORIDE	
GEL;VAGINAL	1.30%	NUVESSA	METRONIDAZOLE	
CAPSULE;ORAL	5MG	TEMOZOLOMIDE	TEMOZOLOMIDE	
CAPSULE;ORAL	20MG	TEMOZOLOMIDE	TEMOZOLOMIDE	
CAPSULE;ORAL	100MG	TEMOZOLOMIDE	TEMOZOLOMIDE	
CAPSULE;ORAL	140MG	TEMOZOLOMIDE	TEMOZOLOMIDE	
CAPSULE;ORAL	180MG	TEMOZOLOMIDE	TEMOZOLOMIDE	
CAPSULE;ORAL	250MG	TEMOZOLOMIDE	TEMOZOLOMIDE	
INJECTABLE;INJECTION	100MG/ML	TRANEXAMIC ACID	TRANEXAMIC ACID	
CAPSULE;ORAL	100MG	PROGESTERONE	PROGESTERONE	
CAPSULE;ORAL	200MG	PROGESTERONE	PROGESTERONE	
TABLET;ORAL	600MG	LINEZOLID	LINEZOLID	
TABLET;ORAL	EQ 5MG BASE;40MG	TELMISARTAN AND AMLODIPINE	AMLODIPINE BESYLATE; TELMISARTAN	
TABLET;ORAL	EQ 10MG BASE;40MG	TELMISARTAN AND AMLODIPINE	AMLODIPINE BESYLATE; TELMISARTAN	
TABLET;ORAL	EQ 5MG BASE;80MG	TELMISARTAN AND AMLODIPINE	AMLODIPINE BESYLATE; TELMISARTAN	
TABLET;ORAL	EQ 10MG BASE;80MG	TELMISARTAN AND AMLODIPINE	AMLODIPINE BESYLATE; TELMISARTAN	
TABLET;ORAL	10MG	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	
TABLET;ORAL	25MG	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	
TABLET;ORAL	50MG	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	
TABLET;ORAL	100MG	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	
INJECTABLE;INJECTION	20MG/VIAL	DANTROLENE SODIUM	DANTROLENE SODIUM	
INJECTABLE;INJECTION	EQ 50MG BASE/ML	HALOPERIDOL DECANOATE	HALOPERIDOL DECANOATE	
INJECTABLE;INJECTION	EQ 100MG BASE/ML	HALOPERIDOL DECANOATE	HALOPERIDOL DECANOATE	
TABLET;ORAL	250MG	METRONIDAZOLE	METRONIDAZOLE	
TABLET;ORAL	500MG	METRONIDAZOLE	METRONIDAZOLE	
TABLET;ORAL	60MG	NATEGLINIDE	NATEGLINIDE	
TABLET;ORAL	120MG	NATEGLINIDE	NATEGLINIDE	
TABLET;ORAL	50MG	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	
TABLET;ORAL	100MG	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	
TABLET;ORAL	150MG	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	
TABLET;ORAL	300MG	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	
INJECTABLE;IV (INFUSION)	EQ 5MG BASE/100ML	ZOLEDRONIC ACID	ZOLEDRONIC ACID	
